표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7263690000","263690","디알젬","디알젬","DRGEM CORPORATION","2018/11/22","KOSDAQ","주권","우량기업부","보통주","500","11325610"
"KR7214680001","214680","디알텍","디알텍","DRTECH Corporation","2015/04/20","KOSDAQ","주권","벤처기업부","보통주","100","56583437"
"KR7263720005","263720","디앤씨미디어","디앤씨미디어","D&C MEDIA CO.,LTD.","2017/08/01","KOSDAQ","주권","벤처기업부","보통주","500","12275111"
"KR7241520006","241520","디에스씨인베스트먼트","DSC인베스트먼트","DSC Investment Inc.","2016/12/19","KOSDAQ","주권","벤처기업부","보통주","500","27811403"
"KR7109740001","109740","디에스케이","디에스케이","DSK Co.,Ltd.","2009/09/23","KOSDAQ","주권","우량기업부","보통주","500","20354763"
"KR7033430000","033430","디에스티","디에스티","DST Co., Ltd.","1998/05/25","KOSDAQ","주권","관리종목(소속부없음)","보통주","100","73956044"
"KR7131030009","131030","디에이치피코리아","디에이치피코리아","DHP KOREA.CO., Ltd","2010/12/03","KOSDAQ","주권","우량기업부","보통주","500","16564797"
"KR7196490007","196490","디에이테크놀로지","디에이테크놀로지","DA Technology Co.,Ltd.","2014/11/19","KOSDAQ","주권","벤처기업부","보통주","2500","23862607"
"KR7066900002","066900","디에이피","디에이피","DAP Co., Ltd","2004/05/14","KOSDAQ","주권","우량기업부","보통주","500","22744503"
"KR7127120004","127120","디엔에이링크","디엔에이링크","DNA Link, Inc","2011/12/26","KOSDAQ","주권","기술성장기업부","보통주","500","16393692"
"KR7092070002","092070","디엔에프","디엔에프","DNF Co., Ltd.","2007/11/16","KOSDAQ","주권","우량기업부","보통주","500","10761828"
"KR7068790005","068790","디엠에스","DMS","DMS Co.,Ltd.","2004/10/01","KOSDAQ","주권","우량기업부","보통주","500","24573061"
"KR7134580000","134580","디엠티","디엠티","Digital Multimedia Technology Co.,Ltd.","2013/11/26","KOSDAQ","주권","중견기업부","보통주","500","11250000"
"KR7039840004","039840","디오","디오","DIO Corporation","2000/06/29","KOSDAQ","주권","우량기업부","보통주","500","15631048"
"KR7013570007","013570","디와이보통주","디와이","DY Corporation","1989/05/30","KOSPI","주권",,"보통주","500","26319633"
"KR7210540001","210540","디와이파워보통주","디와이파워","DY POWER Corporation","2015/01/15","KOSPI","주권",,"보통주","500","11041708"
"KR7104460001","104460","디와이피엔에프","디와이피엔에프","DYPNF CO.,LTD","2009/12/22","KOSDAQ","주권","우량기업부","보통주","500","10713625"
"KR7079810008","079810","디이엔티","디이엔티","DE&T Co., Ltd.","2005/01/26","KOSDAQ","주권","중견기업부","보통주","500","13036859"
"KR7227100005","227100","디자인","디자인","DESIGN Co., Ltd.","2018/11/15","KOSDAQ","주권","벤처기업부","보통주","500","4668496"
"KR7113810006","113810","디젠스","디젠스","Dgenx Co., Ltd.","2012/11/22","KOSDAQ","주권","벤처기업부","보통주","500","32628051"
"KR7043360007","043360","디지아이","디지아이","Digital Graphics Incorporation","2001/07/20","KOSDAQ","주권","벤처기업부","보통주","500","9000000"
"KR7197140007","197140","디지캡","디지캡","DigiCAP","2018/09/07","KOSDAQ","주권","벤처기업부","보통주","500","8607168"
"KR7106520000","106520","디지탈옵틱","디지탈옵틱","Digital Optics Co., Ltd.","2012/07/13","KOSDAQ","주권","관리종목(소속부없음)","보통주","1000","12691774"
"KR7068930007","068930","디지털대성","디지털대성","Digital Daesung Co., Ltd.","2003/10/17","KOSDAQ","주권","우량기업부","보통주","500","29689739"
"KR7033130006","033130","디지틀조선일보","디지틀조선","DigitalChosun","1997/08/06","KOSDAQ","주권","중견기업부","보통주","500","37115267"
"KR7105740005","105740","디케이락","디케이락","DK-Lok Corporation","2010/11/12","KOSDAQ","주권","우량기업부","보통주","500","8449912"
"KR7263020000","263020","디케이앤디","디케이앤디","DK&D","2018/11/20","KOSDAQ","주권","벤처기업부","보통주","500","7763202"
"KR7290550003","290550","디케이티","디케이티","DK Tech Co., Ltd.","2018/12/21","KOSDAQ","주권","우량기업부","보통주","500","8231333"
"KR7007340003","007340","디티알오토모티브보통주","디티알오토모티브","DTR AUTOMOTIVE CORPORATION","1988/09/24","KOSPI","주권",,"보통주","500","9994005"
"KR7187220009","187220","디티앤씨","디티앤씨","DT&C.co.,ltd.","2014/12/17","KOSDAQ","주권","벤처기업부","보통주","500","11241818"
"KR7026890004","026890","디피씨보통주","디피씨","DigitalPowerCommunications","1997/11/25","KOSPI","주권",,"보통주","500","41678175"
"KR7163430002","163430","디피코","디피코","DPECO","2018/05/16","KONEX","주권","일반기업부","보통주","500","6281578"
"KR7131180002","131180","딜리","딜리","DILLI ILLUSTRATE INC.,","2011/01/31","KOSDAQ","주권","벤처기업부","보통주","100","29350000"
"KR7317120004","317120","라닉스","라닉스","RANIX INC.","2019/09/18","KOSDAQ","주권","기술성장기업부","보통주","500","9650500"
"KR7042510008","042510","라온시큐어","라온시큐어","RaonSecure Co., Ltd.","2001/01/03","KOSDAQ","주권","벤처기업부","보통주","500","38666746"
"KR7232680009","232680","라온테크","라온테크","RAONTEC Inc.","2021/06/17","KOSDAQ","주권","기술성장기업부","보통주","500","4886005"
"KR7300120003","300120","라온피플","라온피플","LaonPeople Inc.","2019/10/18","KOSDAQ","주권","벤처기업부","보통주","500","10518156"
"KR7171120009","171120","라이온켐텍","라이온켐텍","LION CHEMTECH CO., Ltd.","2013/11/19","KOSDAQ","주권","중견기업부","보통주","500","18893576"
"KR7069540003","069540","라이트론","라이트론","LIGHTRON INC.","2004/02/13","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","26061956"
"KR7285770004","285770","라이프사이언스테크놀로지","라이프사이언스테크놀로지","Life Science Technology","2017/12/21","KONEX","주권","일반기업부","보통주","500","3545380"
"KR7347700007","347700","라이프시맨틱스","라이프시맨틱스","Life Semantics Corp.","2021/03/23","KOSDAQ","주권","기술성장기업부","보통주","500","10119770"
"KR7214260002","214260","라파스","라파스","Raphas Co., Ltd.","2019/11/11","KOSDAQ","주권","기술성장기업부","보통주","500","8587666"
"KR7115390007","115390","락앤락보통주","락앤락","LOCK&LOCK CO.,LTD.","2010/01/28","KOSPI","주권",,"보통주","500","53007638"
"KR7200350007","200350","래몽래인","래몽래인","RaemongRaein.Co.,Ltd","2014/12/24","KONEX","주권","일반기업부","보통주","500","4988519"
"KR7171010002","171010","램테크놀러지","램테크놀러지","RAM TECHNOLOGY CO., LTD.","2013/11/18","KOSDAQ","주권","벤처기업부","보통주","500","11606968"
"KR7084650001","084650","랩지노믹스","랩지노믹스","LabGenomics. Co., Ltd.","2014/12/16","KOSDAQ","주권","우량기업부","보통주","500","11450097"
"KR7217500008","217500","러셀","러셀","RUSSELL CO., LTD.","2015/06/16","KOSDAQ","주권","벤처기업부","보통주","100","31812000"
"KR7092590009","092590","럭스피아","럭스피아","Luxpia","2015/10/30","KONEX","주권","일반기업부","보통주","500","7291098"
"KR7033600008","033600","럭슬","럭슬","LUXL CO., LTD.","2000/11/21","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","52828103"
"KR7141080002","141080","레고켐바이오사이언스","레고켐바이오","LegoChem Biosciences Inc.","2013/05/10","KOSDAQ","주권","기술성장기업부","보통주","500","24115838"
"KR7060300001","060300","레드로버","레드로버","REDROVER CO.,LTD","2002/01/10","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","26688787"
"KR7038390001","038390","레드캡투어","레드캡투어","RedcapTour Co., Ltd.","2000/02/01","KOSDAQ","주권","우량기업부","보통주","500","8589480"
"KR7294140009","294140","레몬","레몬","LEMON COMPANY LIMITED","2020/02/28","KOSDAQ","주권","기술성장기업부","보통주","500","37000000"
"KR7228670006","228670","레이","레이","Ray Co., Ltd.","2019/08/08","KOSDAQ","주권","우량기업부","보통주","500","13306534"
"KR7228850004","228850","레이언스","레이언스","RAYENCE CO., LTD.","2016/04/11","KOSDAQ","주권","우량기업부","보통주","500","16591014"
"KR7281740001","281740","레이크머티리얼즈","레이크머티리얼즈","Lake Materials Co., Ltd.","2017/12/12","KOSDAQ","주권","벤처기업부","보통주","100","65730548"
"KR7277810008","277810","레인보우로보틱스","레인보우로보틱스","Rainbow Robotics","2021/02/03","KOSDAQ","주권","기술성장기업부","보통주","500","16135214"
"KR7179720008","179720","렌딩머신","렌딩머신","LendingMachine Co., Ltd.","2013/07/01","KONEX","주권","일반기업부","보통주","500","1016363"
"KR7215100009","215100","로보로보","로보로보","RoboRobo Co., Ltd.","2015/04/22","KOSDAQ","주권","벤처기업부","보통주","100","17798454"
"KR7090360009","090360","로보스타","로보스타","Robostar Co.,Ltd.","2011/10/17","KOSDAQ","주권","중견기업부","보통주","500","9750000"
"KR7238500003","238500","로보쓰리","로보쓰리","Robo3","2016/04/20","KONEX","주권","일반기업부","보통주","500","16077942"
"KR7108490004","108490","로보티즈","로보티즈","ROBOTIS","2018/10/26","KOSDAQ","주권","기술성장기업부","보통주","500","11251000"
"HK0000295359","900260","로스웰인터내셔널","로스웰","Rothwell International Co., Limited","2016/06/30","KOSDAQ","외국주권","외국기업(소속부없음)","보통주","무액면","141781250"
"KR7067730002","067730","로지시스","로지시스","LOGISYS INC.","2015/07/29","KOSDAQ","주권","중견기업부","보통주","500","9673922"
"KR7071280002","071280","로체시스템즈","로체시스템즈","RORZE SYSTEMS CORPORATION","2003/11/14","KOSDAQ","주권","벤처기업부","보통주","500","15296603"
"KR7032350001","032350","롯데관광개발 보통주","롯데관광개발","LOTTE TOUR DEVELOPMENT CO., LTD","2006/06/08","KOSPI","주권",,"보통주","500","69275662"
"KR7330590001","330590","롯데리츠보통주","롯데리츠","LOTTE REIT","2019/10/30","KOSPI","부동산투자회사",,"보통주","500","242968884"
"KR7000400002","000400","롯데손해보험보통주","롯데손해보험","LotteNon-LifeInsurance","1971/04/16","KOSPI","주권",,"보통주","1000","310336320"
"KR7023530009","023530","롯데쇼핑 보통주","롯데쇼핑","LOTTE SHOPPING CO., LTD.","2006/02/09","KOSPI","주권",,"보통주","5000","28288755"
"KR7004000006","004000","롯데정밀화학보통주","롯데정밀화학","LOTTE Fine Chemical","1976/04/15","KOSPI","주권",,"보통주","5000","25800000"
"KR7286940002","286940","롯데정보통신보통주","롯데정보통신","LOTTE DATA COMMUNICATION COMPANY","2018/07/27","KOSPI","주권",,"보통주","5000","15396331"
"KR7280360009","280360","롯데제과보통주","롯데제과","LOTTE CONF","2017/10/30","KOSPI","주권",,"보통주","500","6416717"
"KR700499K014","00499K","롯데지주1우선주","롯데지주우","Lotte Corporation(1P)","2017/10/30","KOSPI","주권",,"구형우선주","200","987623"
"KR7004990008","004990","롯데지주보통주","롯데지주","Lotte Corporation","1974/02/16","KOSPI","주권",,"보통주","200","104909237"
"KR7005301007","005305","롯데칠성음료1우선주","롯데칠성우","LotteChilsungBeverage(1P)","1989/09/21","KOSPI","주권",,"구형우선주","500","775310"
"KR7005300009","005300","롯데칠성음료보통주","롯데칠성","LotteChilsungBeverage","1973/06/21","KOSPI","주권",,"보통주","500","9278884"
"KR7011170008","011170","롯데케미칼보통주","롯데케미칼","LOTTE CHEMICAL CORPORATION","1991/05/30","KOSPI","주권",,"보통주","5000","34275419"
"KR7002270007","002270","롯데푸드보통주","롯데푸드","LotteFood","1973/05/09","KOSPI","주권",,"보통주","5000","1209055"
"KR7071840003","071840","롯데하이마트보통주","롯데하이마트","LOTTE Himart","2011/06/29","KOSPI","주권",,"보통주","5000","23607712"
"KR7038060000","038060","루멘스","루멘스","LUMENS CO., LTD.","2006/08/08","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","48103069"
"KR7162120000","162120","루켄테크놀러지스","루켄테크놀러지스","LUKEN Technologies","2017/07/25","KONEX","주권","일반기업부","보통주","500","10200465"
"KR7253610000","253610","루트락","루트락","Rootloc","2020/12/24","KONEX","주권","일반기업부","보통주","500","7772543"
"KR7085370005","085370","루트로닉","루트로닉","Lutronic Corporation","2006/07/04","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","26030290"
"KR708537K039","08537M","루트로닉3우선주(전환)","루트로닉3우C","Lutronic(3PC)","2016/12/15","KOSDAQ","주권","투자주의환기종목(소속부없음)","종류주권","500","441643"
"KR7060240009","060240","룽투코리아","룽투코리아","LONGTU KOREA Inc.","2002/01/04","KOSDAQ","주권","벤처기업부","보통주","500","25429284"
"KR7058470006","058470","리노공업","리노공업","LEENO Industrial Inc","2001/12/18","KOSDAQ","주권","우량기업부","보통주","500","15242370"
"KR7039980008","039980","리노스","리노스","LEENOS CORP.","2002/08/13","KOSDAQ","주권","중견기업부","보통주","500","43576286"
"KR7019570001","019570","리더스 기술투자","리더스 기술투자","Leaders Technology Investment Co.,Ltd","1989/03/14","KOSDAQ","주권","중견기업부","보통주","500","125088206"
"KR7016100000","016100","리더스코스메틱","리더스코스메틱","LEADERS COSMETICS CO.,LTD.","2003/01/15","KOSDAQ","주권","중견기업부","보통주","500","19100894"
"KR7012700001","012700","리드코프","리드코프","The LEADCORP, Inc.","1996/01/19","KOSDAQ","주권","우량기업부","보통주","500","26446135"
"KR7302550009","302550","리메드","리메드","REMED CO.,LTD.","2019/12/06","KOSDAQ","주권","기술성장기업부","보통주","500","6114616"
"KR7029480001","029480","릭스솔루션","릭스솔루션","Lix Solution Co.,Ltd.","1996/08/27","KOSDAQ","주권","중견기업부","보통주","100","84417839"
"KR7277070009","277070","린드먼아시아인베스트먼트","린드먼아시아","Lindeman Asia Investment Corporation","2018/03/14","KOSDAQ","주권","중견기업부","보통주","500","13500000"
"KR7042500009","042500","링네트","링네트","RingNet Co., Ltd.","2002/01/10","KOSDAQ","주권","우량기업부","보통주","500","15356878"
"KR7219420007","219420","링크제니시스","링크제니시스","Linkgenesis Co., Ltd.","2018/02/05","KOSDAQ","주권","기술성장기업부","보통주","100","11469507"
"KR7027740000","027740","마니커보통주","마니커","MANIKER","2002/10/29","KOSPI","주권",,"보통주","500","198472594"
